id,candidate_id,interviewer_name,interview_mode,scheduled_date,scheduled_time,status,meeting_link,notes,created_at
460,460,Jessica Pearson,On-Site,2024-05-09,11:45:00,Scheduled,https://meet.google.com/abc-mno-yz,Technical screen for Site Reliability Engineer. Verify experience in SQL.,2024-04-28 18:43:00
461,461,Jessica Pearson,Hybrid,2024-05-01,13:15:00,Completed,https://meet.google.com/abc-pqr-vwx,Technical screen for Product Manager. Verify experience in Java.,2024-04-18 17:56:00
462,462,Linda Belcher,Hybrid,2024-05-02,15:15:00,Completed,https://meet.google.com/def-pqr-vwx,Technical screen for Backend Developer. Verify experience in Python.,2024-04-28 07:25:00
463,463,Louis Litt,In-Person,2024-03-05,08:45:00,Completed,https://meet.google.com/def-pqr-stu,Technical screen for QA Lead. Verify experience in SQL.,2024-02-26 03:50:00
464,464,Robert Thorne,In-Person,2024-01-22,09:30:00,Completed,https://meet.google.com/abc-mno-stu,Technical screen for Data Scientist. Verify experience in Python.,2024-01-16 02:17:00
465,465,Alice Vance,Hybrid,2024-05-12,17:45:00,Completed,https://meet.google.com/ghi-pqr-vwx,Technical screen for Data Scientist. Verify experience in Cloud.,2024-05-08 00:17:00
466,466,Linda Belcher,Remote,2024-02-04,17:45:00,Scheduled,https://meet.google.com/abc-jkl-stu,Technical screen for Frontend Developer. Verify experience in Java.,2024-01-29 09:26:00
467,467,Jessica Pearson,On-Site,2024-02-17,16:45:00,In Progress,https://meet.google.com/abc-mno-yz,Technical screen for Project Coordinator. Verify experience in Python.,2024-02-07 03:01:00
468,468,Louis Litt,Hybrid,2024-02-28,17:00:00,Completed,https://meet.google.com/def-jkl-stu,Technical screen for Technical Lead. Verify experience in Java.,2024-02-17 00:16:00
469,469,Rachel Zane,Hybrid,2024-05-24,12:15:00,In Progress,https://meet.google.com/ghi-jkl-vwx,Technical screen for Mobile Developer. Verify experience in Cloud.,2024-05-17 23:39:00
470,470,Michael Scott,Remote,2024-04-13,08:30:00,Completed,https://meet.google.com/ghi-mno-vwx,Technical screen for Software Engineer. Verify experience in SQL.,2024-04-05 02:41:00
471,471,Rachel Zane,In-Person,2024-04-24,14:15:00,Cancelled,https://meet.google.com/abc-mno-stu,Technical screen for UX Designer. Verify experience in Java.,2024-04-17 00:01:00
472,472,Alice Vance,Remote,2024-03-10,13:45:00,Completed,https://meet.google.com/def-jkl-vwx,Technical screen for Technical Lead. Verify experience in Python.,2024-03-07 20:41:00
473,473,Robert Thorne,Remote,2024-05-09,15:30:00,Scheduled,https://meet.google.com/def-jkl-vwx,Technical screen for Business Analyst. Verify experience in Python.,2024-05-01 20:10:00
474,474,Michael Scott,In-Person,2024-05-30,08:00:00,Completed,https://meet.google.com/ghi-jkl-stu,Technical screen for HR Specialist. Verify experience in Cloud.,2024-05-18 15:02:00
475,475,Alice Vance,In-Person,2024-05-17,08:15:00,In Progress,https://meet.google.com/ghi-pqr-stu,Technical screen for Backend Developer. Verify experience in Python.,2024-05-08 23:02:00
476,476,Harvey Specter,On-Site,2024-05-12,17:15:00,Completed,https://meet.google.com/abc-mno-yz,Technical screen for Security Analyst. Verify experience in Java.,2024-05-08 17:31:00
477,477,Linda Belcher,On-Site,2024-02-12,15:00:00,Completed,https://meet.google.com/def-mno-stu,Technical screen for Business Analyst. Verify experience in Java.,2024-02-08 23:13:00
478,478,Louis Litt,On-Site,2024-02-05,10:15:00,Completed,https://meet.google.com/def-jkl-stu,Technical screen for Data Analyst. Verify experience in Cloud.,2024-02-02 04:38:00
479,479,Donna Paulsen,In-Person,2024-02-26,16:00:00,Completed,https://meet.google.com/ghi-pqr-vwx,Technical screen for Frontend Developer. Verify experience in SQL.,2024-02-22 13:27:00
480,480,Linda Belcher,In-Person,2024-05-03,16:30:00,Completed,https://meet.google.com/abc-pqr-yz,Technical screen for Technical Lead. Verify experience in Cloud.,2024-04-30 10:16:00
481,481,Michael Scott,On-Site,2024-05-15,15:30:00,Completed,https://meet.google.com/ghi-jkl-vwx,Technical screen for Security Analyst. Verify experience in SQL.,2024-05-13 08:43:00
482,482,Donna Paulsen,On-Site,2024-03-02,16:45:00,Completed,https://meet.google.com/abc-mno-yz,Technical screen for Frontend Developer. Verify experience in Python.,2024-02-21 04:52:00
483,483,Robert Thorne,On-Site,2024-02-25,13:00:00,Completed,https://meet.google.com/def-jkl-yz,Technical screen for Technical Lead. Verify experience in SQL.,2024-02-11 16:29:00
484,484,Louis Litt,On-Site,2024-06-08,12:30:00,Completed,https://meet.google.com/abc-jkl-stu,Technical screen for Product Manager. Verify experience in Python.,2024-05-25 15:46:00
485,485,Harvey Specter,Remote,2024-04-07,10:30:00,Completed,https://meet.google.com/ghi-jkl-stu,Technical screen for Cloud Architect. Verify experience in Python.,2024-03-30 16:31:00
486,486,Robert Thorne,On-Site,2024-01-22,14:45:00,Completed,https://meet.google.com/abc-pqr-yz,Technical screen for Site Reliability Engineer. Verify experience in Cloud.,2024-01-11 18:59:00
487,487,Louis Litt,Hybrid,2024-04-28,17:30:00,Completed,https://meet.google.com/ghi-mno-yz,Technical screen for Security Analyst. Verify experience in SQL.,2024-04-20 10:38:00
488,488,Alice Vance,On-Site,2024-03-22,10:30:00,In Progress,https://meet.google.com/abc-mno-yz,Technical screen for Site Reliability Engineer. Verify experience in Java.,2024-03-12 00:17:00
489,489,Donna Paulsen,On-Site,2024-03-13,13:30:00,Completed,https://meet.google.com/abc-mno-vwx,Technical screen for Technical Lead. Verify experience in Java.,2024-03-03 18:43:00
490,490,Robert Thorne,On-Site,2024-05-28,13:45:00,Completed,https://meet.google.com/ghi-jkl-vwx,Technical screen for Data Analyst. Verify experience in Cloud.,2024-05-24 17:09:00
491,491,Alice Vance,On-Site,2024-02-01,12:45:00,Completed,https://meet.google.com/ghi-mno-vwx,Technical screen for Product Manager. Verify experience in SQL.,2024-01-21 13:17:00
492,492,Linda Belcher,In-Person,2024-03-20,12:00:00,Completed,https://meet.google.com/def-jkl-vwx,Technical screen for UX Designer. Verify experience in Python.,2024-03-11 08:31:00
493,493,Alice Vance,In-Person,2024-03-17,17:45:00,Completed,https://meet.google.com/abc-mno-yz,Technical screen for Software Engineer. Verify experience in Java.,2024-03-04 16:43:00
494,494,Jessica Pearson,In-Person,2024-03-06,14:00:00,Completed,https://meet.google.com/ghi-pqr-stu,Technical screen for UX Designer. Verify experience in Python.,2024-03-04 11:41:00
495,495,Linda Belcher,In-Person,2024-02-27,12:15:00,Scheduled,https://meet.google.com/ghi-jkl-yz,Technical screen for QA Lead. Verify experience in Python.,2024-02-21 06:46:00
496,496,Donna Paulsen,On-Site,2024-03-27,15:45:00,Completed,https://meet.google.com/abc-jkl-stu,Technical screen for Product Manager. Verify experience in Java.,2024-03-17 08:12:00
497,497,Jessica Pearson,Hybrid,2024-01-12,08:45:00,Completed,https://meet.google.com/ghi-pqr-stu,Technical screen for Systems Admin. Verify experience in Python.,2024-01-10 04:49:00
498,498,Robert Thorne,In-Person,2024-05-10,13:45:00,Completed,https://meet.google.com/abc-mno-vwx,Technical screen for Systems Admin. Verify experience in SQL.,2024-04-29 01:57:00
499,499,Linda Belcher,On-Site,2024-01-24,10:00:00,Cancelled,https://meet.google.com/ghi-jkl-yz,Technical screen for Backend Developer. Verify experience in Python.,2024-01-15 04:16:00
500,500,Robert Thorne,Hybrid,2024-05-20,10:45:00,Scheduled,https://meet.google.com/def-jkl-vwx,Technical screen for Security Analyst. Verify experience in Cloud.,2024-05-07 12:35:00
